age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,fnlwgt_winsorized
30.0,2,87054,11,8,2,2,0,4,1,7298.0,1872.1785046728971,50,37,0,87054
37.0,2,82622,15,9,2,7,0,4,1,7298.0,1872.1785046728971,40,37,1,82622
28.0,2,181659,11,8,2,6,0,4,1,7298.0,1872.1785046728971,40,37,0,181659
25.0,2,321205,9,12,4,3,1,4,1,4101.0,1872.1785046728971,35,37,0,321205
44.0,4,231348,15,9,2,7,0,4,1,7298.0,1872.1785046728971,40,37,1,231348
40.0,2,276096,11,8,2,6,0,4,1,7298.0,1872.1785046728971,40,37,0,276096
36.0,2,290560,15,9,2,3,0,4,1,7298.0,1872.1785046728971,45,37,0,290560
21.0,2,307315,15,9,4,0,4,4,1,7298.0,1872.1785046728971,40,37,0,307315
39.0,5,99156,10,15,2,9,0,4,1,7298.0,1872.1785046728971,50,37,1,99156
24.0,2,237928,9,12,4,9,1,4,1,7298.0,1872.1785046728971,39,37,0,237928
46.0,2,153501,11,8,4,13,1,0,1,7298.0,1872.1785046728971,40,37,0,153501
47.0,2,189680,9,12,2,11,0,4,1,7298.0,1977.0,40,37,1,189680
35.0,2,374524,14,14,2,9,0,4,1,7298.0,1872.1785046728971,75,37,1,374524
60.0,4,127805,5,3,2,13,0,4,1,7298.0,1872.1785046728971,40,37,1,127805
35.0,2,150217,9,12,2,7,5,4,0,7298.0,1872.1785046728971,24,29,0,150217
33.0,2,295649,11,8,5,7,4,4,0,7298.0,1872.1785046728971,40,2,0,295649
21.0,2,197182,7,11,4,9,1,4,0,7298.0,1872.1785046728971,40,37,0,197182
37.0,2,241998,9,12,2,12,0,4,1,7298.0,1872.1785046728971,50,37,1,241998
48.0,0,156410,11,8,2,0,0,2,1,7298.0,1872.1785046728971,50,37,1,156410
58.0,2,473836,5,3,6,4,2,4,0,7298.0,1872.1785046728971,45,12,0,430710
21.0,2,198431,11,8,4,5,1,4,0,7298.0,1872.1785046728971,40,37,0,198431
22.0,2,113936,11,8,4,5,3,4,1,7298.0,1872.1785046728971,40,37,0,113936
22.0,2,318915,11,8,4,7,4,4,0,7298.0,1872.1785046728971,40,37,0,318915
28.0,4,175406,12,13,2,3,5,4,0,7298.0,1872.1785046728971,30,37,1,175406
23.0,0,320294,11,8,4,9,1,4,1,7298.0,1872.1785046728971,40,37,0,320294
58.0,5,400285,11,8,2,0,0,2,1,7298.0,1872.1785046728971,40,37,1,400285
38.0,1,227154,9,12,2,2,0,1,1,7298.0,1872.1785046728971,40,28,0,227154
49.0,2,298659,11,8,2,11,0,4,1,7298.0,1872.1785046728971,15,24,0,298659
47.0,2,212120,9,12,2,3,0,4,1,7298.0,1872.1785046728971,45,37,1,212120
50.0,2,320510,9,12,2,3,0,4,1,7298.0,1902.0,40,37,1,320510
21.0,2,175800,11,8,4,9,4,4,0,7298.0,1872.1785046728971,55,37,0,175800
55.0,2,170169,11,8,5,0,1,4,0,7298.0,1872.1785046728971,40,37,0,170169
47.0,2,344157,1,6,0,5,1,4,1,7298.0,1872.1785046728971,40,37,0,344157
19.0,2,199441,11,8,4,9,1,4,0,7298.0,1872.1785046728971,40,37,0,199441
47.0,2,225456,11,8,4,12,2,4,1,7298.0,1872.1785046728971,50,37,0,225456
36.0,2,61178,1,6,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,61178
28.0,1,175262,7,11,2,10,0,4,1,7298.0,2002.0,40,8,0,175262
42.0,2,152568,11,8,6,11,4,0,0,7298.0,1872.1785046728971,40,37,0,152568
41.0,2,182108,12,13,4,9,1,4,0,27828.0,1872.1785046728971,35,37,1,182108
46.0,2,273771,9,12,2,11,0,4,1,7318.468838904694,1872.1785046728971,40,37,1,273771
32.0,2,208291,11,8,2,11,0,4,1,7298.0,1872.1785046728971,50,37,0,208291
34.0,2,224358,0,5,4,7,4,2,0,7298.0,1872.1785046728971,40,37,0,224358
33.0,2,55176,5,3,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,55176
60.0,5,152711,9,12,2,3,0,4,1,7298.0,1872.1785046728971,40,37,1,152711
53.0,2,68684,11,8,2,13,0,4,1,7298.0,1872.1785046728971,40,37,0,68684
24.0,2,185452,9,12,4,12,1,4,0,7298.0,1872.1785046728971,50,37,0,185452
39.0,0,175232,15,9,2,5,0,4,1,7298.0,1977.0,60,37,1,175232
23.0,2,173851,15,9,4,2,1,4,1,7298.0,1872.1785046728971,40,37,0,173851
36.0,1,51424,11,8,0,0,4,4,0,7298.0,1872.1785046728971,40,37,0,51424
19.0,2,123416,2,7,5,9,3,4,0,1055.0,1872.1785046728971,40,37,0,123416
26.0,2,262656,11,8,4,0,3,4,0,7298.0,1872.1785046728971,40,37,0,262656
38.0,2,233194,11,8,2,11,0,2,1,7298.0,1872.1785046728971,40,37,1,233194
41.0,2,290660,9,12,2,2,0,4,1,7688.0,1872.1785046728971,55,37,1,290660
22.0,2,151105,15,9,4,11,2,4,0,7298.0,1872.1785046728971,18,37,0,151105
38.0,2,179117,7,11,4,6,1,2,0,10520.0,1872.1785046728971,50,37,1,179117
39.0,2,317434,11,8,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,317434
35.0,5,126569,11,8,2,2,0,4,1,7298.0,1872.1785046728971,40,37,1,126569
38.0,1,745768,15,9,0,3,4,2,0,7298.0,1872.1785046728971,45,37,0,430710
19.0,2,69927,11,8,2,7,5,2,0,7298.0,1872.1785046728971,16,37,0,69927
26.0,2,302603,11,8,4,13,3,4,1,7298.0,1872.1785046728971,45,37,0,302603
52.0,2,46788,9,12,0,2,4,4,1,7298.0,1872.1785046728971,25,37,0,46788
45.0,2,179135,11,8,0,0,1,4,0,7298.0,1872.1785046728971,40,37,0,179135
58.0,0,175873,15,9,2,0,0,4,1,7298.0,1872.1785046728971,40,37,1,175873
34.0,2,57426,9,12,4,11,1,4,1,7298.0,1872.1785046728971,45,37,0,57426
36.0,2,312206,11,8,2,6,0,4,1,7298.0,1872.1785046728971,40,37,0,312206
19.0,6,344858,11,8,4,4,3,4,1,7298.0,1872.1785046728971,20,37,0,344858
26.0,5,177035,1,6,0,7,4,4,0,7298.0,1872.1785046728971,40,37,0,177035
60.0,2,88055,0,5,2,13,0,4,1,7298.0,1872.1785046728971,40,37,0,88055
35.0,4,111095,11,8,2,3,0,4,1,7298.0,1872.1785046728971,50,37,0,111095
39.0,2,192251,0,5,0,7,1,4,0,7298.0,1872.1785046728971,60,37,0,192251
27.0,2,29807,11,8,5,5,4,4,0,7298.0,1872.1785046728971,40,22,0,32372
26.0,0,211596,12,13,4,9,1,4,1,7298.0,1872.1785046728971,40,37,0,211596
17.0,2,268276,2,7,4,7,3,4,1,7298.0,1872.1785046728971,12,37,0,268276
59.0,4,181070,11,8,2,11,0,4,1,7298.0,1872.1785046728971,40,8,1,181070
53.0,1,20676,11,8,2,3,0,0,1,7298.0,1872.1785046728971,48,37,0,32372
35.0,2,115803,1,6,0,13,1,4,1,7298.0,1872.1785046728971,40,37,0,115803
34.0,1,124827,15,9,2,3,0,4,1,7298.0,1872.1785046728971,40,37,1,124827
36.0,2,95336,11,8,2,12,0,4,1,7298.0,1872.1785046728971,45,37,1,95336
36.0,2,257942,11,8,2,11,0,4,1,7298.0,1872.1785046728971,40,37,0,257942
21.0,2,72593,11,8,4,7,3,4,1,7298.0,1872.1785046728971,40,37,0,72593
29.0,2,147340,15,9,4,11,3,4,0,7298.0,1872.1785046728971,40,37,0,147340
35.0,2,185325,9,12,2,9,0,4,1,7298.0,1872.1785046728971,50,37,1,185325
59.0,4,357943,9,12,2,3,0,4,1,7298.0,1872.1785046728971,40,37,1,357943
50.0,1,30682,12,13,2,9,0,4,1,7298.0,1872.1785046728971,50,37,0,32372
24.0,0,29591,9,12,4,9,1,3,0,7298.0,1872.1785046728971,40,37,0,32372
36.0,2,215392,9,12,0,12,1,4,0,7298.0,1872.1785046728971,40,37,0,215392
31.0,2,110554,11,8,2,6,5,4,0,4386.0,1872.1785046728971,40,37,1,110554
42.0,4,133584,15,9,2,2,0,4,1,7298.0,1872.1785046728971,40,7,0,133584
38.0,2,210438,5,3,0,11,4,4,0,7298.0,1872.1785046728971,40,37,0,210438
52.0,2,256916,11,8,2,3,0,4,1,7298.0,1872.1785046728971,40,37,0,256916
46.0,2,73541,0,5,0,2,1,4,1,7298.0,1872.1785046728971,40,37,0,73541
23.0,2,109952,15,9,2,2,0,4,1,7298.0,1872.1785046728971,60,37,0,109952
54.0,2,197975,4,2,2,11,0,4,1,7298.0,1872.1785046728971,51,37,0,197975
27.0,2,401723,11,8,4,0,1,2,0,7298.0,1872.1785046728971,40,37,0,401723
42.0,2,179524,9,12,5,7,1,4,0,7298.0,1872.1785046728971,50,37,0,179524
33.0,5,296282,11,8,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,296282
19.0,2,145844,7,11,4,3,1,4,0,7298.0,1872.1785046728971,50,37,0,145844
59.0,2,191965,1,6,2,7,5,4,0,3908.0,1872.1785046728971,28,37,0,191965
54.0,2,96792,11,8,6,7,4,4,0,7298.0,1872.1785046728971,32,37,0,96792
48.0,2,185041,5,3,2,13,0,4,1,7298.0,1672.0,55,37,0,185041
45.0,2,347834,11,8,0,0,1,4,0,7298.0,1872.1785046728971,40,37,0,347834
36.0,2,215373,9,12,4,3,1,4,1,7298.0,1872.1785046728971,70,37,0,215373
35.0,4,169426,7,11,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,169426
47.0,2,202856,15,9,0,0,1,4,0,7298.0,1872.1785046728971,36,37,0,202856
33.0,2,50276,9,12,4,3,1,4,1,7298.0,1872.1785046728971,40,37,0,50276
48.0,4,187454,9,12,2,9,0,4,1,7298.0,1872.1785046728971,40,37,0,187454
42.0,2,126098,11,8,5,2,4,2,0,7298.0,1872.1785046728971,40,37,0,126098
19.0,2,250639,15,9,4,7,3,4,1,7298.0,1872.1785046728971,24,37,0,250639
64.0,3,195366,9,12,2,9,0,4,1,7298.0,1872.1785046728971,40,37,0,195366
51.0,4,186845,9,12,2,4,0,4,1,7298.0,1872.1785046728971,8,37,0,186845
20.0,0,119156,11,8,4,0,2,4,1,7298.0,1872.1785046728971,20,37,0,119156
28.0,2,162343,11,8,4,7,1,4,1,7298.0,1872.1785046728971,40,31,0,162343
52.0,2,108435,12,13,2,3,0,4,1,7298.0,1902.0,50,11,1,108435
29.0,4,394927,15,9,4,2,1,4,1,7298.0,1872.1785046728971,45,37,0,394927
51.0,2,172281,9,12,5,11,1,4,1,7298.0,1872.1785046728971,40,37,0,172281
43.0,2,352005,9,12,2,11,0,4,1,15024.0,1872.1785046728971,45,37,1,352005
52.0,2,165681,15,9,2,3,0,4,1,7298.0,1872.1785046728971,40,37,0,165681
50.0,2,258819,11,8,0,2,1,4,1,7298.0,1872.1785046728971,40,37,1,258819
25.0,2,130793,15,9,0,7,1,4,1,7298.0,1872.1785046728971,30,37,0,130793
36.0,2,118909,7,11,4,0,4,2,0,7298.0,1872.1785046728971,40,21,0,118909
44.0,2,202466,15,9,2,3,5,4,0,7298.0,1872.1785046728971,60,37,0,202466
47.0,2,161558,0,5,3,13,1,2,1,7298.0,1872.1785046728971,45,37,0,161558
32.0,2,188246,11,8,0,2,3,4,1,7298.0,1872.1785046728971,40,37,0,188246
37.0,2,160120,12,13,4,9,4,1,1,7298.0,1872.1785046728971,40,33,0,160120
40.0,2,144594,11,8,2,0,0,4,1,2829.0,1872.1785046728971,40,37,0,144594
34.0,4,123429,11,8,2,11,0,4,1,7298.0,1872.1785046728971,60,37,0,123429
35.0,3,340110,15,9,2,11,0,4,1,7298.0,1872.1785046728971,50,37,1,340110
26.0,2,523067,15,9,4,9,3,4,1,7298.0,1872.1785046728971,3,7,0,430710
49.0,4,113513,9,12,2,4,0,4,1,7298.0,1872.1785046728971,50,37,0,113513
46.0,4,320421,9,12,3,9,1,4,1,7298.0,1872.1785046728971,25,37,0,320421
31.0,1,295589,15,9,4,0,3,2,1,7298.0,1872.1785046728971,40,37,0,295589
22.0,2,370548,8,10,4,2,1,4,1,7298.0,1872.1785046728971,30,37,0,370548
20.0,2,120572,15,9,4,7,1,4,0,7298.0,1872.1785046728971,12,37,0,120572
52.0,2,110977,10,15,4,3,1,4,1,7298.0,1872.1785046728971,40,37,1,110977
26.0,2,55860,15,9,4,0,1,2,0,7298.0,1872.1785046728971,40,37,0,55860
34.0,2,158800,9,12,2,3,0,4,1,7298.0,1872.1785046728971,50,37,1,158800
31.0,2,131568,6,4,4,6,1,4,1,7298.0,1872.1785046728971,40,37,0,131568
46.0,2,173613,11,8,0,11,4,4,0,7298.0,1872.1785046728971,30,37,0,173613
22.0,2,216867,5,3,2,6,0,4,1,7298.0,1872.1785046728971,40,24,0,216867
38.0,2,104089,8,10,4,2,3,4,1,7298.0,1872.1785046728971,40,37,0,104089
35.0,2,208106,11,8,2,11,0,4,1,7298.0,1872.1785046728971,40,6,0,208106
27.0,5,340269,15,9,4,10,1,4,1,7298.0,1872.1785046728971,40,37,0,340269
27.0,2,236246,7,11,2,3,0,4,1,7298.0,1872.1785046728971,40,37,0,236246
46.0,2,213408,15,9,0,11,4,4,0,7298.0,1872.1785046728971,40,4,0,213408
19.0,2,302945,15,9,4,0,3,4,1,7298.0,1872.1785046728971,10,35,0,302945
20.0,2,262749,15,9,4,7,3,4,1,7298.0,1872.1785046728971,35,37,0,262749
34.0,0,198265,9,12,2,10,0,4,1,7298.0,1872.1785046728971,60,37,0,198265
49.0,2,170871,12,13,2,3,0,4,1,7298.0,1872.1785046728971,45,37,1,170871
27.0,2,177761,15,9,2,4,0,3,1,7298.0,1872.1785046728971,50,37,0,177761
59.0,2,175689,15,9,2,0,5,4,0,7298.0,1872.1785046728971,14,4,1,175689
45.0,2,205100,9,12,2,3,0,4,1,15024.0,1872.1785046728971,60,37,1,205100
21.0,2,77759,15,9,4,11,3,4,0,7298.0,1872.1785046728971,15,37,0,77759
51.0,5,77905,8,10,0,9,4,4,0,7298.0,1872.1785046728971,40,37,0,77905
41.0,5,116520,10,15,2,9,0,4,1,7298.0,1872.1785046728971,40,37,1,116520
49.0,2,180532,12,13,3,9,1,4,1,7298.0,1872.1785046728971,40,37,0,180532
51.0,2,508891,11,8,0,6,3,2,1,7298.0,1872.1785046728971,40,37,0,430710
20.0,2,211345,15,9,4,5,3,4,0,7298.0,1872.1785046728971,20,37,0,211345
69.0,4,170877,11,8,2,11,0,4,1,7298.0,1872.1785046728971,48,37,0,170877
43.0,2,184105,11,8,2,5,0,4,1,7298.0,1872.1785046728971,50,37,0,184105
50.0,2,150941,11,8,0,6,4,2,0,7298.0,1872.1785046728971,44,37,0,150941
32.0,2,303942,11,8,2,6,0,4,1,7298.0,1872.1785046728971,40,37,0,303942
27.0,1,273929,11,8,4,4,3,4,1,7298.0,1872.1785046728971,40,37,0,273929
38.0,2,197077,11,8,2,7,0,4,1,7298.0,1872.1785046728971,40,37,0,197077
62.0,2,162825,11,8,2,6,0,4,1,7298.0,1872.1785046728971,40,37,1,162825
46.0,2,159869,11,8,0,3,1,4,1,7298.0,1872.1785046728971,44,37,0,159869
21.0,2,227986,11,8,4,6,4,4,0,7298.0,1872.1785046728971,40,37,0,227986
36.0,2,137527,9,12,4,0,1,4,0,7298.0,1872.1785046728971,50,37,0,137527
36.0,2,180150,2,7,0,5,1,4,1,7298.0,1872.1785046728971,40,37,0,180150
23.0,2,239539,11,8,4,6,3,1,1,7298.0,1872.1785046728971,40,28,0,239539
58.0,2,281792,9,12,2,9,0,4,1,7298.0,1872.1785046728971,40,37,1,281792
40.0,2,224799,9,12,2,9,0,4,1,7298.0,1872.1785046728971,45,37,0,224799
64.0,2,292639,15,9,2,3,5,4,0,10566.0,1872.1785046728971,35,37,0,292639
66.0,2,22313,1,6,2,2,0,4,1,7298.0,1872.1785046728971,20,37,0,32372
42.0,2,194636,11,8,2,11,0,4,1,7298.0,1872.1785046728971,40,37,0,194636
55.0,2,156089,15,9,6,0,4,4,0,7298.0,1872.1785046728971,40,37,0,156089
53.0,2,193720,15,9,2,3,0,4,1,7298.0,1977.0,40,37,1,193720
25.0,2,218667,11,8,2,5,0,4,1,7298.0,1872.1785046728971,40,37,0,218667
39.0,2,358837,15,9,4,12,4,2,0,7298.0,1872.1785046728971,40,37,0,358837
20.0,2,174685,11,8,4,7,3,4,1,7298.0,1872.1785046728971,40,37,0,174685
32.0,2,168854,11,8,2,7,0,4,1,7298.0,1872.1785046728971,54,37,0,168854
28.0,2,133696,9,12,4,11,4,4,1,7298.0,1872.1785046728971,65,37,0,133696
23.0,0,350680,7,11,4,3,3,4,0,7298.0,1872.1785046728971,40,29,0,350680
18.0,2,115215,11,8,4,7,3,4,1,7298.0,1872.1785046728971,25,37,0,115215
43.0,4,152958,11,8,2,3,0,4,1,7298.0,1872.1785046728971,35,37,1,152958
29.0,2,217200,11,8,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,217200
32.0,2,235124,15,9,2,10,0,4,1,7298.0,1872.1785046728971,46,5,0,235124
31.0,1,144949,11,8,0,2,4,4,1,7298.0,1872.1785046728971,40,37,0,144949
60.0,2,135470,4,2,2,2,0,4,1,7298.0,1872.1785046728971,40,24,0,135470
42.0,2,281209,15,9,2,13,0,4,1,7298.0,1872.1785046728971,50,37,0,281209
46.0,2,155489,12,13,2,3,0,4,1,7298.0,1872.1785046728971,50,37,1,155489
38.0,2,290306,11,8,2,2,0,4,1,7298.0,1872.1785046728971,40,37,1,290306
18.0,2,182042,1,6,4,7,3,4,0,7298.0,1872.1785046728971,19,37,0,182042
31.0,2,210008,11,8,4,11,3,4,0,7298.0,1872.1785046728971,40,37,0,210008
54.0,2,234938,11,8,2,11,0,4,1,4064.0,1872.1785046728971,55,37,0,234938
46.0,2,315423,15,9,2,11,0,4,1,7298.0,2042.0,50,37,0,315423
27.0,4,30244,11,8,4,4,3,4,1,7298.0,1872.1785046728971,80,37,0,32372
50.0,1,30008,9,12,2,9,0,4,1,7298.0,1872.1785046728971,45,37,1,32372
38.0,4,201328,5,3,2,4,0,4,1,7298.0,1872.1785046728971,56,37,0,201328
36.0,5,96468,12,13,4,9,3,4,0,7298.0,1872.1785046728971,40,37,0,96468
25.0,2,486332,11,8,0,7,1,4,1,7298.0,1872.1785046728971,40,24,0,430710
19.0,2,46162,11,8,4,4,3,4,1,7298.0,1872.1785046728971,25,37,0,46162
60.0,1,98350,15,9,2,7,0,1,1,7298.0,1872.1785046728971,60,28,0,98350
45.0,1,175958,6,4,4,7,3,4,1,7298.0,1872.1785046728971,40,37,0,175958
42.0,2,175935,11,8,0,13,1,4,1,7298.0,1980.0,46,37,0,175935
38.0,2,204527,11,8,2,2,0,4,1,7298.0,1872.1785046728971,50,37,0,204527
19.0,2,418176,11,8,4,3,1,2,1,7298.0,1872.1785046728971,32,37,0,418176
23.0,2,262744,15,9,4,0,3,4,1,7298.0,1872.1785046728971,40,37,0,262744
24.0,2,177287,15,9,4,5,3,4,0,7298.0,1872.1785046728971,30,37,0,177287
30.0,2,255004,7,11,0,11,1,4,1,7298.0,1872.1785046728971,52,37,0,255004
62.0,2,183735,15,9,2,3,0,4,1,7298.0,1872.1785046728971,40,37,0,183735
26.0,4,318644,14,14,4,9,3,4,1,7298.0,1872.1785046728971,20,37,0,318644
42.0,0,132125,9,12,2,3,0,4,1,7298.0,1872.1785046728971,52,37,1,132125
33.0,2,206051,11,8,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,206051
35.0,2,225750,9,12,0,9,4,4,0,7298.0,1872.1785046728971,32,37,0,225750
33.0,2,245777,11,8,0,11,1,4,1,7298.0,1872.1785046728971,40,37,0,245777
45.0,2,169092,11,8,0,11,1,4,0,7298.0,1872.1785046728971,55,37,0,169092
62.0,2,211035,9,12,2,0,5,4,0,7298.0,1872.1785046728971,30,37,1,211035
24.0,2,285432,11,8,4,3,3,4,1,7298.0,1872.1785046728971,40,37,0,285432
50.0,1,154779,15,9,0,0,1,2,0,7298.0,1872.1785046728971,40,37,0,154779
54.0,2,37237,9,12,2,9,0,4,1,7298.0,1872.1785046728971,40,37,1,37237
58.0,2,417419,5,3,0,6,3,4,1,7298.0,1872.1785046728971,40,37,0,417419
39.0,3,33975,11,8,2,2,0,4,1,7298.0,1872.1785046728971,50,37,0,33975
32.0,2,42485,11,8,0,2,4,4,1,7298.0,1872.1785046728971,40,37,0,42485
27.0,2,170017,9,12,2,9,0,4,1,7298.0,1872.1785046728971,40,37,0,170017
27.0,2,152683,11,8,2,13,0,4,1,3908.0,1872.1785046728971,35,37,0,152683
20.0,2,41721,15,9,4,7,3,4,1,7298.0,1872.1785046728971,60,37,0,41721
64.0,2,66634,5,3,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,66634
55.0,3,257216,12,13,6,11,1,4,0,7298.0,1872.1785046728971,40,37,0,257216
46.0,2,167882,11,8,0,12,1,4,0,7298.0,1872.1785046728971,43,37,0,167882
45.0,2,179428,15,9,2,13,0,4,1,7298.0,1872.1785046728971,55,37,0,179428
26.0,2,57512,11,8,4,13,1,4,1,7298.0,1872.1785046728971,40,37,0,57512
36.0,2,301614,11,8,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,301614
25.0,2,193820,9,12,4,11,1,4,0,7298.0,1876.0,40,37,0,193820
58.0,2,222247,0,5,2,13,0,4,1,7298.0,1887.0,40,37,1,222247
39.0,3,189092,9,12,2,3,0,4,1,7298.0,1872.1785046728971,45,37,0,189092
47.0,2,217509,11,8,6,8,1,1,0,7298.0,1872.1785046728971,45,35,0,217509
35.0,2,308691,12,13,2,6,0,4,1,7298.0,1872.1785046728971,48,37,0,308691
38.0,2,169672,11,8,2,3,0,4,1,7298.0,1872.1785046728971,40,37,0,169672
50.0,2,120914,1,6,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,120914
36.0,2,370156,11,8,0,0,4,4,0,7298.0,1872.1785046728971,38,37,0,370156
28.0,2,398220,4,2,4,2,2,4,1,7298.0,1872.1785046728971,40,24,0,398220
44.0,4,208277,11,8,2,6,5,4,0,7298.0,1872.1785046728971,45,37,0,208277
40.0,2,337456,11,8,0,10,4,4,0,7298.0,1872.1785046728971,40,37,0,337456
55.0,2,172666,15,9,2,2,0,4,1,7298.0,1872.1785046728971,40,37,1,172666
29.0,4,32280,11,8,4,4,1,4,1,7298.0,1872.1785046728971,45,37,0,32372
33.0,2,194901,11,8,2,2,0,4,1,7298.0,1872.1785046728971,45,37,0,194901
32.0,2,173730,9,12,2,3,0,4,1,7688.0,1872.1785046728971,40,37,1,173730
45.0,1,153312,12,13,2,9,0,2,1,7298.0,1872.1785046728971,10,37,1,153312
23.0,2,274797,11,8,4,5,3,4,1,7298.0,1872.1785046728971,25,37,0,274797
31.0,2,359249,8,10,4,10,3,2,1,7298.0,1872.1785046728971,40,37,0,359249
22.0,2,152744,15,9,4,7,1,1,0,7298.0,1872.1785046728971,40,28,0,152744
59.0,2,188041,11,8,0,5,1,2,1,7298.0,1872.1785046728971,40,37,0,188041
32.0,2,97723,15,9,4,2,1,4,1,7298.0,1872.1785046728971,38,37,0,97723
49.0,5,354529,15,9,4,0,1,4,0,7298.0,1872.1785046728971,40,37,0,354529
22.0,2,249727,15,9,4,0,3,4,1,7298.0,1872.1785046728971,30,37,0,249727
26.0,2,189590,15,9,4,0,1,4,1,7298.0,1872.1785046728971,30,37,0,189590
23.0,5,298871,15,9,2,0,0,1,1,7298.0,1872.1785046728971,40,38,0,298871
55.0,4,205296,15,9,2,11,5,4,0,7298.0,1872.1785046728971,50,37,0,205296
47.0,2,303637,11,8,2,3,0,4,1,7298.0,1872.1785046728971,49,37,1,303637
44.0,2,242861,11,8,2,13,0,4,1,7298.0,1872.1785046728971,40,37,0,242861
27.0,2,37599,15,9,4,7,1,4,1,7298.0,1872.1785046728971,24,37,0,37599
40.0,5,199381,12,13,2,9,5,4,0,15024.0,1872.1785046728971,37,37,1,199381
32.0,4,56328,9,12,2,9,5,4,0,7298.0,1872.1785046728971,8,37,1,56328
20.0,2,256211,15,9,4,6,2,1,1,7298.0,1872.1785046728971,40,38,0,256211
38.13952812904956,1,163685,11,8,6,3,1,4,0,7298.0,1872.1785046728971,33,37,0,163685
40.0,2,266084,15,9,0,2,2,4,1,7298.0,1872.1785046728971,50,37,0,266084
37.0,2,161111,9,12,4,11,1,4,0,7298.0,1872.1785046728971,40,37,0,161111
47.0,2,166634,15,9,0,3,4,4,0,7298.0,1872.1785046728971,40,10,0,166634
62.0,4,204085,15,9,2,11,0,4,1,7298.0,1872.1785046728971,25,37,0,204085
47.0,2,464945,11,8,4,13,1,4,1,7298.0,1872.1785046728971,45,37,0,430710
44.0,1,174684,11,8,0,2,4,2,1,7298.0,1872.1785046728971,40,37,0,174684
26.0,1,166295,9,12,2,0,0,4,1,7298.0,1872.1785046728971,41,37,0,166295
36.0,2,220511,15,9,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,220511
52.0,2,246936,1,6,2,7,0,4,1,7298.0,1872.1785046728971,40,37,0,246936
33.0,2,104509,15,9,0,0,4,4,0,7298.0,1872.1785046728971,40,37,0,104509
33.0,2,252168,11,8,2,13,0,2,1,7298.0,1872.1785046728971,40,37,0,252168
25.0,2,92093,9,12,2,3,0,4,1,7298.0,1872.1785046728971,20,37,0,92093
62.0,2,88055,9,12,2,6,0,4,1,7298.0,1872.1785046728971,40,37,0,88055
38.0,2,129591,15,9,2,2,0,4,1,7298.0,1872.1785046728971,40,37,0,129591
46.0,2,142719,11,8,3,4,1,4,1,7298.0,1872.1785046728971,65,37,0,142719
46.0,2,128796,9,12,2,3,0,4,1,7298.0,1872.1785046728971,44,37,1,128796
38.0,2,115336,11,8,0,7,4,4,0,7298.0,1872.1785046728971,70,37,0,115336
52.0,2,190333,15,9,2,0,0,4,1,7298.0,1872.1785046728971,40,37,1,190333
63.0,4,179444,5,3,2,3,0,4,1,7298.0,1872.1785046728971,15,37,0,179444
49.0,2,218676,15,9,2,6,0,4,1,7298.0,1872.1785046728971,43,37,0,218676
17.0,1,148194,1,6,4,0,3,4,0,7298.0,1872.1785046728971,12,37,0,148194
33.0,2,184833,11,8,4,7,1,4,0,7298.0,1872.1785046728971,35,37,0,184833
70.0,4,280639,11,8,6,7,2,4,0,2329.0,1872.1785046728971,20,37,0,280639
19.0,2,217769,15,9,4,7,3,4,0,7298.0,1872.1785046728971,15,37,0,217769
61.0,2,56009,15,9,2,11,0,4,1,7298.0,1872.1785046728971,40,37,0,56009
33.0,2,255334,9,12,2,9,0,4,1,7298.0,1872.1785046728971,25,37,1,255334
29.0,2,349154,0,5,5,4,4,4,0,7298.0,1872.1785046728971,40,12,0,349154
40.0,1,24763,15,9,0,13,4,4,1,6849.0,1872.1785046728971,40,37,0,32372
43.0,5,41834,11,8,2,13,0,4,1,7298.0,1872.1785046728971,38,37,1,41834
24.0,2,113466,11,8,4,11,1,4,1,7298.0,1872.1785046728971,40,37,0,113466
29.0,2,130856,15,9,2,2,0,4,1,7298.0,1872.1785046728971,60,37,0,130856
61.0,4,268797,11,8,2,7,5,2,0,7298.0,1872.1785046728971,17,37,0,268797
48.0,2,202117,1,6,0,7,1,4,0,7298.0,1872.1785046728971,34,37,0,202117
19.0,2,280146,15,9,4,5,3,4,1,7298.0,1872.1785046728971,20,37,0,280146
30.0,2,70377,15,9,4,6,1,4,0,7298.0,1872.1785046728971,40,37,0,70377
24.0,2,236696,15,9,4,7,1,4,1,7298.0,1872.1785046728971,30,37,0,236696
39.0,1,222572,12,13,4,9,4,4,0,7298.0,1872.1785046728971,43,37,0,222572
46.0,3,110702,15,9,0,3,4,4,0,2036.0,1872.1785046728971,60,37,0,110702
